,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,category
26296,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017,sparkling
26297,Valpolicella Valpantena 2017,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,15.67,2017,sparkling
26298,Poggio Al Tufo Alicante 2015,Italy,Maremma Toscana,Tommasi,3.9,108,20.32,2015,sparkling
26299,Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,sparkling
26300,Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,sparkling
26301,Zarihs Syrah 2016,Spain,Campo de Borja,Borsao,4.1,108,15.69,2016,sparkling
26302,Merlot Selección 2016,Spain,Extremadura,Coloma,4.0,108,11.95,2016,sparkling
26303,Tinto 2000,Spain,Castilla y León,Dehesa La Granja,4.1,108,35.0,2000,sparkling
26304,Siebeneich Merlot Riserva 2016,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,19.01,2016,sparkling
26305,Cabernet Sauvignon 2017,South Africa,Stellenbosch,Stark-Condé,3.8,108,11.99,2017,sparkling
26306,Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,sparkling
26307,Reserva 2012,Spain,Rioja,Ortega Ezquerro,3.9,108,13.95,2012,sparkling
26308,Palha Canas Tinto 2016,Portugal,Lisboa,Casa Santos Lima,3.6,108,8.9,2016,sparkling
26309,12 e Mezzo Primitivo del Salento 2017,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,sparkling
26310,50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,sparkling
26311,Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,Château Purcari,4.1,1082,12.98,2017,sparkling
26312,Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,30.9,2017,sparkling
26313,Cabernet Sauvignon - Merlot 2015,Spain,Somontano,Enate,3.6,1084,9.5,2015,sparkling
26314,Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,sparkling
26315,Whole Berry Cabernet Sauvignon 2017,South Africa,Robertson,Springfield Estate,4.1,1084,16.75,2017,sparkling
26316,Clásico Garnacha 2018,Spain,Campo de Borja,Borsao,3.6,1085,5.99,2018,sparkling
26317,Sideral 2017,Chile,Cachapoal Valley,Altaïr,4.2,1085,21.45,2017,sparkling
26318,Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,sparkling
26319,Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012,sparkling
26320,Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Carmen,3.8,1089,11.65,2017,sparkling
26321,Mentor Cabernet 2013,Australia,Barossa,Peter Lehmann,3.9,109,32.69,2013,sparkling
26322,Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016,sparkling
26323,Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018,sparkling
26324,L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015,sparkling
26325,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015,sparkling
26326,Pinot Noir 2017,United States,Central Coast,Ryder Estate,3.7,109,16.72,2017,sparkling
26327,Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018,sparkling
26328,Merlot 2015,United States,Washington,Stimson Estate Cellars,3.6,109,8.29,2015,sparkling
26329,Blaufränkisch 2017,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,sparkling
26330,I Sodi del Paretaio 2018,Italy,Chianti,Badia di Morrona,3.5,109,7.99,2018,sparkling
26331,Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017,sparkling
26332,Arbossar 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,60.0,2016,sparkling
26333,Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,sparkling
26334,Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,sparkling
26335,Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,sparkling
26336,Contador Rioja 2014,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,328.95,2014,sparkling
26337,Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015,sparkling
26338,Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109,29.95,2014,sparkling
26339,Lemberger Trocken 2014,Germany,Württemberg,Grafen Neipperg,3.2,109,9.6,2014,sparkling
26340,Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,sparkling
26341,Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012,sparkling
26342,Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,sparkling
26343,Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018,sparkling
26344,Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016,sparkling
26345,Valpolicella Superiore 2014,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,sparkling
26346,The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093,20.76,2013,sparkling
26347,Boom Boom! Syrah 2016,United States,Columbia Valley,Charles Smith,3.5,1093,18.42,2016,sparkling
26348,Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010,sparkling
26349,Crianza Tempranillo 2016,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,sparkling
26350,Berola 2014,Spain,Campo de Borja,Borsao,3.9,1098,14.5,2014,sparkling
26351,Blaufränkisch 2017,Austria,Burgenland,Rosi Schuster,3.7,110,14.9,2017,sparkling
26352,Spätburgunder 2017,Germany,Ahr,Jean Stodden,3.5,110,12.4,2017,sparkling
26353,Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447.43,2011,sparkling
26354,Cabernet Sauvignon 2015,Argentina,Uco Valley,DiamAndes,3.8,110,16.99,2015,sparkling
26355,Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,sparkling
26356,Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,sparkling
26357,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,sparkling
26358,Nero d'Avola 2018,Italy,Terre Siciliane,Fatascia,3.6,110,7.53,2018,sparkling
26359,Givry 2017,France,Givry,Joseph Drouhin,3.9,110,19.4,2017,sparkling
26360,Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015,sparkling
26361,Bricco Dei Merli Barbera d'Alba 2014,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,19.95,2014,sparkling
26362,Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,59.0,2007,sparkling
26363,Teldeschi Vineyard Zinfandel 2016,United States,Dry Creek Valley,Ravenswood,4.0,110,33.95,2016,sparkling
26364,Ornato Barolo 2015,Italy,Barolo,Pio Cesare,4.2,110,81.97,2015,sparkling
26365,Colledilà Chianti Classico Gran Selezione 2016,Italy,Chianti Classico,Ricasoli,4.2,110,45.0,2016,sparkling
26366,Pomerol 2013,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31.2,2013,sparkling
26367,1921 Primitivo di Manduria Riserva 2012,Italy,Primitivo di Manduria,Varvaglione,4.1,110,39.9,2012,sparkling
26368,Martelo Reserva 2012,Spain,Rioja,Torre de Oña,4.0,110,28.41,2012,sparkling
26369,Rosso di Montepulciano Prugnolo 2017,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,12.9,2017,sparkling
26370,Valley Oaks Cabernet Sauvignon 2016,United States,California,Fetzer,3.6,1102,11.19,2016,sparkling
26371,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,88.95,2005,sparkling
26372,The Pundit 2016,United States,Columbia Valley,Tenet Wines,3.9,1104,27.99,2016,sparkling
26373,Pinot Noir 2016,United States,Los Carneros,Black Stallion,3.9,1105,34.32,2016,sparkling
26374,Don Maximiano Founder's Reserve 2015,Chile,Aconcagua Valley,Errazuriz,4.4,1106,83.6,2015,sparkling
26375,Marne 180 Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,31.9,2015,sparkling
26376,Chronicon Montepulciano d'Abruzzo 2013,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,11.95,2013,sparkling
26377,Emilien 2015,France,Côtes de Bordeaux,Château le Puy,4.0,1106,39.9,2015,sparkling
26378,Pinot Nero 2016,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,11.5,2016,sparkling
26379,Single Estate Red 2015,Portugal,Alentejano,Azamor,3.9,111,9.65,2015,sparkling
26380,Pinot Noir 2018,Austria,Neusiedlersee,Pittnauer,3.8,111,11.95,2018,sparkling
26381,Fronsac 2013,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,17.5,2013,sparkling
26382,Pinot Noir 2018,Germany,Pfalz,Matthias Gaul,3.7,111,9.9,2018,sparkling
26383,Vürsù Barbaresco Gallina 2014,Italy,Barbaresco,La Spinetta,4.3,111,115.7,2014,sparkling
26384,Montesodi Toscana 2016,Italy,Toscana,Castello Nipozzano,4.2,111,44.57,2016,sparkling
26385,Colle Ambro Rosso Piceno 2017,Italy,Rosso Piceno,Garofoli,3.5,111,7.9,2017,sparkling
26386,AN/2 2018,Spain,Mallorca,Ànima Negra,4.1,111,19.99,2018,sparkling
26387,Oraison Côtes du Rhône 2016,France,Côtes-du-Rhône,Badet Clement,3.4,111,8.5,2016,sparkling
26388,Etna San Lorenzo Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,111,39.9,2017,sparkling
26389,Negroamaro 2017,Italy,Puglia,A Mano,3.5,111,6.75,2017,sparkling
26390,Breg Rosso 2004,Italy,Venezia Giulia,Gravner,4.2,111,95.55,2004,sparkling
26391,Gigondas Le Claux 2011,France,Gigondas,Château de Saint Cosme,4.3,111,59.95,2011,sparkling
26392,Côtes du Rhône Villages Sablet 2012,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,10.67,2012,sparkling
26393,Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111,92.05,2016,sparkling
26394,Dominio de Fontana Garnacha - Syrah 2017,Spain,Uclés,Bodegas Fontana,3.6,111,7.36,2017,sparkling
26395,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,20.9,2017,sparkling
26396,Carchelo (C) 2017,Spain,Jumilla,Carchelo,3.6,111,8.92,2017,sparkling
26397,Reserva Rioja (Finca Ygay) 2016,Spain,Rioja,Marqués de Murrieta,4.0,111,18.0,2016,sparkling
26398,Barrel Selection Cabernet Sauvignon 2018,Argentina,Uco Valley,Salentein,3.6,111,12.9,2018,sparkling
26399,Syrah 2016,South Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,sparkling
26400,Don Antonio Nero d'Avola (Riserva) 2016,Italy,Sicilia,Morgante,4.2,111,25.9,2016,sparkling
26401,Wunderwerk Spätburgunder 2014,Germany,Rheinhessen,Dreissigacker,3.8,111,27.0,2014,sparkling
26402,Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229.0,2015,sparkling
26403,Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515.0,2016,sparkling
26404,Director's Cut Zinfandel 2015,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,32.5,2015,sparkling
26405,Reserva Ribera del Duero 2014,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,14.52,2014,sparkling
26406,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,50.69,2015,sparkling
26407,Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,32.54,2015,sparkling
26408,Reserve Pinot Noir 2014,Argentina,Uco Valley,Salentein,3.8,1114,15.69,2014,sparkling
26409,Malbec 2018,Argentina,Mendoza,Argento,3.6,1117,9.99,2018,sparkling
26410,Rioja Reserva 2015,Spain,Rioja,Marqués de Riscal,4.1,11170,15.5,2015,sparkling
26411,Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,43.77,2014,sparkling
26412,Plumbago Nero d'Avola Sicilia 2016,Italy,Sicilia,Planeta,3.6,1118,13.93,2016,sparkling
26413,Vigna Corvino Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,6.32,2018,sparkling
26414,Cabernet Sauvignon 2016,Romania,Samburesti,Castel Bolovanu,3.3,112,7.9,2016,sparkling
26415,Códice 2017,Spain,Castilla y León,Dominio de Eguren,3.5,112,5.75,2017,sparkling
26416,Pinot Noir 2018,South Africa,Walker Bay,Creation,3.9,112,18.99,2018,sparkling
26417,Aigle Les Murailles Rouge 2015,Switzerland,Aigle,Henri Badoux,3.7,112,23.17,2015,sparkling
26418,Big G 2015,South Africa,Franschhoek,Holden Manz,4.2,112,23.9,2015,sparkling
26419,Barbera d'Alba Aves 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24.0,2018,sparkling
26420,Chinon Rouge 2015,France,Chinon,Domaine Gouron,3.5,112,8.75,2015,sparkling
26421,Bardolino 2016,Italy,Bardolino,Corte Giara,3.5,112,5.9,2016,sparkling
26422,Provident Shiraz 2016,Australia,Barossa Valley,Soul Growers,3.6,112,24.37,2016,sparkling
26423,Perdixi 2013,Italy,Isola dei Nuraghi,Olianas,3.7,112,19.5,2013,sparkling
26424,Puisseguin Saint-Émilion 2013,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,10.75,2013,sparkling
26425,Pissarres 2017,Spain,Priorat,Costers del Priorat,4.0,112,12.85,2017,sparkling
26426,Arcidiavolo 2008,Italy,Toscana,Teruzzi & Puthod,4.2,112,17.45,2008,sparkling
26427,Colheita Alentejano Tinto 2015,Portugal,Alentejano,Monte Cascas,3.6,112,9.65,2015,sparkling
26428,Malbec 2013,Argentina,Uco Valley,DiamAndes,3.6,1122,16.56,2013,sparkling
26429,Bordeaux Rouge 2014,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,7.95,2014,sparkling
26430,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125,139.0,2011,sparkling
26431,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,76.95,2011,sparkling
26432,Selvarossa Riserva 2014,Italy,Salice Salentino,Cantine due Palme,4.0,1125,14.95,2014,sparkling
26433,Rocca Guicciarda Chianti Classico Riserva 2016,Italy,Chianti Classico,Ricasoli,3.7,1129,13.79,2016,sparkling
26434,Diamond Collection Malbec (Celestial Blue Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.6,113,26.31,2017,sparkling
26435,Rioja Tempranillo Elaboración Especial 2017,Spain,Rioja,Beronia,3.7,113,11.99,2017,sparkling
26436,Pomerol 2015,France,Pomerol,Château Moulinet-Lasserre,4.1,113,46.79,2015,sparkling
26437,1300 Merlot 2016,Argentina,Tupungato,Andeluna,3.3,113,7.7,2016,sparkling
26438,Tradition Spätburgunder 2017,Germany,Franken,Rudolf Fürst,3.8,113,16.9,2017,sparkling
26439,Nebbiolo Langhe 2018,Italy,Langhe,Giacomo Fenocchio,3.7,113,16.9,2018,sparkling
26440,Pinot Noir 2016,United States,California,Spellbound,3.6,113,14.49,2016,sparkling
26441,Tenuta Belguardo 2015,Italy,Maremma Toscana,Mazzei,3.8,113,49.0,2015,sparkling
26442,Kalkmergel Spätburgunder 2014,Germany,Pfalz,Knipser,3.8,113,23.38,2014,sparkling
26443,Merlot 2015,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,17.79,2015,sparkling
26444,Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017,sparkling
26445,Chianti Classico 2016,Italy,Chianti Classico,Monte Guelfo,3.4,113,8.29,2016,sparkling
26446,Valdehermoso Crianza 2016,Spain,Ribera del Duero,Valderiz,3.7,113,13.5,2016,sparkling
26447,Bel Noce Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.2,113,9.78,2017,sparkling
26448,Moulin des Costes Bandol Rouge 2011,France,Bandol,Domaines Bunan,3.7,113,115.0,2011,sparkling
26449,Sapaio Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,54.81,2016,sparkling
26450,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,13.5,2015,sparkling
26451,Côtes du Rhône 2016,France,Côtes-du-Rhône,Rocca Maura,3.4,113,7.5,2016,sparkling
26452,Filo di Seta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,52.87,2012,sparkling
26453,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011,sparkling
26454,Quinta Generation (5th) 2016,Chile,Colchagua Valley,Casa Silva,4.2,113,20.42,2016,sparkling
26455,Cuvée X 2015,Germany,Pfalz,Knipser,4.1,113,40.65,2015,sparkling
26456,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017,sparkling
26457,Bachgart Blauburgunder 2015,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,42.9,2015,sparkling
26458,Priorat 2017,Spain,Priorat,Clos Mogador,4.5,113,77.01,2017,sparkling
26459,Hillside Select Cabernet Sauvignon 2015,United States,Stags Leap District,Shafer,4.6,113,378.98,2015,sparkling
26460,Bernoota Shiraz - Cabernet 2016,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,20.75,2016,sparkling
26461,Reserva Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.6,113,6.33,2018,sparkling
26462,Small Hill Red 2017,Austria,Burgenland,Leo Hillinger,3.6,113,9.17,2017,sparkling
26463,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Lascombes,4.2,1131,89.0,2011,sparkling
26464,Merlot 2016,United States,Columbia Valley,Columbia Winery,3.7,1132,14.84,2016,sparkling
26465,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132,129.0,2006,sparkling
26466,Conde de Valdemar Gran Reserva 2010,Spain,Rioja,Bodegas Valdemar,4.0,1134,18.79,2010,sparkling
26467,Syrah 2017,Italy,Terre Siciliane,Cusumano,3.8,1134,7.9,2017,sparkling
26468,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38.3,2012,sparkling
26469,Ganadero 2017,Spain,Méntrida,Canopy,3.6,114,7.45,2017,sparkling
26470,AS Ladieras 2015,Spain,Campo de Borja,Cuevas de Arom,3.8,114,19.24,2015,sparkling
26471,Bin 3 Merlot - Cabernet Sauvignon 2016,South Africa,Stellenbosch,Kaapzicht,3.8,114,13.8,2016,sparkling
26472,Gimblett Gravels Le Sol 2015,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85.27,2015,sparkling
26473,Pomerol 2016,France,Pomerol,Château La Renaissance,4.1,114,24.27,2016,sparkling
26474,Memorious Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,54.0,2015,sparkling
26475,Baron Nathaniel Pauillac 2016,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28.08,2016,sparkling
26476,Saga Médoc 2016,France,Médoc,Barons de Rothschild (Lafite),3.5,114,10.65,2016,sparkling
26477,Haut-Médoc 2014,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13.15,2014,sparkling
26478,Cenit 2012,Chile,Colchagua Valley,Caliterra,4.3,114,38.94,2012,sparkling
26479,Maldoror 2005,France,Côtes de Bourg,Château Fougas,3.7,114,43.95,2005,sparkling
26480,Cuvée Juveniles 2017,Australia,Barossa,Torbreck,3.9,114,24.75,2017,sparkling
26481,Cabernet Veneto 2016,Italy,Veneto,Torresella,3.3,114,6.77,2016,sparkling
26482,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77.01,2017,sparkling
26483,Purosangue Morellino di Scansano Sangiovese Riserva 2016,Italy,Morellino di Scansano,Terenzi,3.8,114,25.26,2016,sparkling
26484,Colline Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,La Cabotte,3.7,114,8.98,2018,sparkling
26485,Estate Perigee (Seven Hills Vineyard) 2013,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,49.5,2013,sparkling
26486,Pinot Noir Bourgogne 2018,France,Bourgogne,Terres Dorées,3.9,114,16.9,2018,sparkling
26487,Frauenfeld St. Laurent 2015,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19.35,2015,sparkling
26488,Signature Malbec 2017,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,24.75,2017,sparkling
26489,Crozes-Hermitage Les Jalets 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19.39,2016,sparkling
26490,Ripassa Valpolicella Ripasso Superiore 2015,Italy,Valpolicella Ripasso,Zenato,4.2,11433,19.99,2015,sparkling
26491,La Segreta Il Rosso 2017,Italy,Sicilia,Planeta,3.6,1145,8.36,2017,sparkling
26492,Zinfandel 2017,United States,California,Woodbridge by Robert Mondavi,3.8,1147,8.39,2017,sparkling
26493,Margaux (Grand Cru Classé) 2009,France,Margaux,Château Brane-Cantenac,4.2,1149,96.99,2009,sparkling
26494,Cabernet Sauvignon 2014,Chile,Maipo Valley,Primus,3.8,1149,14.4,2014,sparkling
26495,La Luna e I Falo Nizza 2015,Italy,Barbera d'Asti,Vite Colte,3.7,115,17.95,2015,sparkling
26496,Three Pines Cabernet Sauvignon 2016,South Africa,Stellenbosch,Stark-Condé,4.0,115,38.99,2016,sparkling
26497,Γουμένισσα (Goumenissa) 2015,Greece,Goumenissa,Chatzivaritis Estate,3.7,115,20.0,2015,sparkling
26498,Toscana Rosso 2018,Italy,Toscana,Tenuta Il Poggione,3.6,115,7.99,2018,sparkling
26499,Le Benjamin de Beauregard Pomerol 2016,France,Pomerol,Château Beauregard,3.9,115,34.9,2016,sparkling
26500,Vigna Del Mandorlo Dolcetto d'Alba 2016,Italy,Dolcetto d'Alba,Elvio Cogno,3.5,115,13.95,2016,sparkling
26501,Estate Vineyards Syrah (Shiraz) 2017,South Africa,Stellenbosch,Rust En Vrede,4.3,115,23.75,2017,sparkling
26502,Prima 2006,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,15.15,2006,sparkling
26503,Cabernet Riserva 2016,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,115,20.19,2016,sparkling
26504,Centine Rosso 2018,Italy,Toscana,Banfi,3.7,115,8.5,2018,sparkling
26505,Sangiovese di Romagna Superiore Riserva 2016,Italy,Romagna,Poderi dal Nespoli,3.9,115,16.64,2016,sparkling
26506,Powerline Syrah 2016,United States,Walla Walla Valley,K Vintners,4.3,115,60.84,2016,sparkling
26507,Granja Gran Reserva Rioja 2011,Spain,Rioja,Remelluri,4.3,115,49.75,2011,sparkling
26508,Carnevalè Riserva Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.1,115,25.83,2015,sparkling
26509,Eloy Escudero Crianza 2014,Spain,Ribera del Duero,Bodegas y Vinedos Escudero,3.7,115,12.43,2014,sparkling
26510,Rouge 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,77.01,2011,sparkling
26511,Gran Reserva 2012,Spain,Rioja,Rioja Vega,3.9,115,18.5,2012,sparkling
26512,Negroamaro Salento Maru 2018,Italy,Salento,Castello Monaci,3.5,115,7.4,2018,sparkling
26513,1300 Malbec 2018,Argentina,Tupungato,Andeluna,3.7,1150,7.7,2018,sparkling
26514,Gran Reserva Rioja 2008,Spain,Rioja,Lan,3.9,1152,17.25,2008,sparkling
26515,Cabernet Sauvignon 2017,United States,California,Barefoot,3.3,1155,6.0,2017,sparkling
26516,Cabernet Sauvignon - Merlot 2014,Spain,Somontano,Enate,3.6,1156,19.89,2014,sparkling
26517,Haut-Médoc 2014,France,Haut-Médoc,Château Beaumont,3.6,1156,15.9,2014,sparkling
26518,Castelgreve Chianti Classico Riserva 2015,Italy,Chianti Classico,Castelli del Grevepesa,3.6,1157,17.84,2015,sparkling
26519,Beaujolais-Villages 2019,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,12.14,2019,sparkling
26520,Jester Cabernet Sauvignon 2017,Australia,McLaren Vale,Mitolo,3.6,116,18.92,2017,sparkling
26521,Chianti 2018,Italy,Chianti,Monte Guelfo,3.3,116,7.75,2018,sparkling
26522,Millenium Reserva 2009,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,82.86,2009,sparkling
26523,Il Messo Governo Toscana 2017,Italy,Toscana,Barbanera,3.7,116,7.79,2017,sparkling
26524,Reserve Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.2,116,178.96,2014,sparkling
26525,La Gravette de Certan Pomerol 2013,France,Pomerol,Vieux Château Certan,4.2,116,48.5,2013,sparkling
26526,Grenache Noir 2018,France,Pays d'Oc,Paul Mas,3.8,116,5.5,2018,sparkling
26527,Cabernet Sauvignon 2015,South Africa,Western Cape,Laborie,3.4,116,7.18,2015,sparkling
26528,Maestro Raro 2014,Italy,Toscana,Fèlsina,4.0,116,50.67,2014,sparkling
26529,Buzzard Kloof Syrah 2014,South Africa,Stellenbosch,Rustenberg,3.6,116,19.8,2014,sparkling
26530,Grand Reserve 2014,South Africa,Stellenbosch,Delheim,4.1,116,26.95,2014,sparkling
26531,Aussières Rouge (Red Blend) 2017,France,Pays d'Oc,Château d’Aussières,3.5,116,8.32,2017,sparkling
26532,Mount Edelstone Shiraz 2014,Australia,Eden Valley,Henschke,4.4,116,179.0,2014,sparkling
26533,Amarone della Valpolicella Classico 2016,Italy,Amarone della Valpolicella Classico,Allegrini,4.1,116,50.6,2016,sparkling
26534,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Barton,4.2,116,95.53,2017,sparkling
26535,Reserve 2015,South Africa,Western Cape,Roodeberg,3.5,116,9.95,2015,sparkling
26536,Saint-Estèphe 2017,France,Saint-Estèphe,Château Phélan Ségur,3.7,116,44.84,2017,sparkling
26537,Santa Rita Rosso di Valtelina 2014,Italy,Valtellina,Mamete Prevostini,3.5,116,11.5,2014,sparkling
26538,Limited Release Cabernet Sauvignon 2014,Chile,Rapel Valley,Sutil,4.1,116,11.8,2014,sparkling
26539,1851 Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Ochagavia,3.3,116,11.47,2017,sparkling
26540,Château Romassan Rouge 2016,France,Bandol,Domaines Ott,3.9,116,33.9,2016,sparkling
26541,Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château d'Armailhac,4.0,1160,94.8,2014,sparkling
